sentiment,text
1,Dòng smartphone giá rẻ muôn _ đời ra _ công không được tốt và linh _ kiện cũng không được ngon nên hay bị lỗi vặt và chết màn Ai may _ mắn thì dùng được máy ngon
1,Vẫn kiểu _ dáng thiết _ kế xấu vẫn chất _ liệu nhựa rẻ _ tiền như ngày nào Hy _ vọng chất _ lượng khá hơn Zen5
1,Tớ không chê xấu Nhưng _ Asus nhìn như _ không thoát được thiết _ kế này Nếu bỏ _ qua màu _ mè thì khi đặt gần nhau giữa các dòng đt asus chỉ là sự phóng to thu nhỏ của một nguyên _ mẫu Quá đơn _ điệu
1,tôi đã dùng qua và mua giúp mấy người bạn gần 10 sản _ phẩm của Asus thực _ ra vì tôi bị eo _ hẹp về kinh _ tế thấy rẻ thì xài thôi nhưng thật công _ bằng thì Asus kiểu _ dáng xấu thô mau xuống _ mã khó _ chịu nhất _ là ăn pin khiếp quá
1,Asus ư Pin thường kém và hay lỗi sac lắm sạc lâu ví _ như Google _ Neus _ 7 chăng hạn
1,Đúng là zenfone tệ thật Pin nhanh hết nghe nhỏ mau xuống _ mã
1,Đồng _ ý với bạn mình mới dùng mobiistar được chưa tới 1 tuần rồi phải ra thế _ giới di _ động đổi ngay vì bị lỗi may quá hư sớm nên không tốn _ phí đổi trả
1,Đã từng là người sử _ dụng đồ của GS Gold _ Star_LG_Lucky _ GS tới nay đã mất hẳn lòng tin với em nó Một mầu xanh blue nền ngập _ tràn và giao _ diện thiếu bao _ quát thân _ thiện Vĩnh _ biệt GS Gold _ Star và LG
1,Quanh _ đi _ quẩn _ lại vấn _ đề vẫn chỉ ở chỗ hệ _ điều _ hành Windowsphone và Windows _ 10 _ mobile Sau một thời _ gian sử _ dụng Lumia tôi đã cảm _ thấy chán ngấy Tìm _ hiểu về Windows _ 10 _ mobile tôi có chút _ xíu hứng _ thú nhưng tựu chung lại cốt _ lõi của nó là APP vẫn không được cải _ thiện Microsoft quá bảo _ thủ và chậm _ chạp đến giờ _ phút này chậm hơn 1 tháng mà trước _ đây tuyên _ bố ra _ mắt windows _ 10 _ mobile họ vẫn chỉ phát _ hành build qua insider Bây _ giờ để viết APP cho Windows _ 10 _ mobile người _ ta lại phải đập đi xây lại ngay từ đầu bởi cách viết cho windows _ phone _ 8 1 không còn tương _ thích cho windows _ 10 _ mobile chả ai lai hứng _ thú đi làm điều đó cả Điểm cộng duy _ nhất cho windows _ phone là nó hao_tài _ nguyên ít giờ tôi xài cái lumia chỉ để nghe gọi nhắn _ tin hết
1,Đã mua và trả lại gấp trong vòng 2 ngày mất phí 10 Tôi ít vọc _ vạch và windows _ 10 đáp _ ứng đủ nhu _ cầu công _ việc Camera tốt Nhưng mua về trải _ nghiệm thì mức _ độ hoàn _ thiện bên ngoài quá kém cho 1 sản _ phẩm flagship của hãng Thiết _ kế vỏ bám vân tay và rất dễ trầy _ xước vỏ nhựa như _ là sản _ phẩm phổ _ thông lắp lưng chỉ cần cầm _ chắc_tay là kêu ọp _ ẹp Ai có ý _ định mua thì nên cân _ nhắc
1,Máy xấu và chạy Windows _ Phone thì dẹp
1,Facebook YouTube không chính chủ Còn nhiều nữa nhưng chỉ kể 2 cái đó thôi là đủ biết winphone nghèo thế _ nào rồi
1,Giá chát quá
1,Vẫn chán hay _ là góp _ ý cứ tập _ trung vào phát _ triển phần _ mềm đi vậy
1,Hệ _ điều _ hành Windows _ Phone và cả Windows _ 10 _ Mobile không đáng để sử _ dụng Tiếc thay cho các máy Lumia với chất _ lượng phần _ cứng tốt nhưng lại có phần _ mềm hậu _ thuẫn quá kém _ cỏi
1,Cập _ nhật lạc _ hậu so với các hđh khác
1,Window _ Phone_Ác _ mộng của game thủ
1,mình không ý _ kiến gì về hệ _ điều _ hành hay thiết _ kế Nhưng có _ điều không mê được là máy nóng dã _ man hôm vào viettel cửa_hàng chỉ mới check chụp ảnh có một _ tí trong phòng mát vậy _ mà máy nóng như bỏng không biết hãng có khắc _ phục ở những lô sau không chứ nóng vậy _ mà đem dùng dưới nắng nữa chắc bốc __hoả mất
1,giá trên trời dưới giếng
1,E cũng có nghĩa _ là Expnsive giá trên trời
1,Bình cũ ruợu cũ giá trên trời
1,lại giá trên trời cho nhưng fan cuồng gọi táo là thần _ thánh
1,iphone gio lai quay ve vong luan _ quan_gia ca thi tren troi
1,500 thì _ thôi đi
1,Không nên dùng hàng trung _ quốc
1,Rẻ cũng không chơi
1,Không _ thể tưởng _ tượng mức giá nhưng tôi không tin vào sản_phẩm china
1,Giá hấp _ dẫn nhưng xài lâu máy nhanh xuống _ cấp do dùng linh _ kiện rẻ _ tiền chất _ lượng nửa _ vời Mua sony _ flagship _ 2 hand dùng hợp _ lý hơn
1,Tôi thà dùng máy cũ như iphone samsung sony chứ không dùng hàng của a Tàu này đâu
1,Hàng TQ cho cũng không dùng
1,Mua rồi mới thấy cảnh tốt nhất không dùng sản _ phẩm china cho _ dù rẻ
1,Của rẻ là của ôi hãy là người tiêu _ dùng thông _ thái
1,Có 1 triệu tôi cũng KHÔNG Made in China
1,tôi đã dùng sony _ M 4 bây _ giờ đã bể màng _ hình tôi không muốn sửa nó vì M4 là một thất _ bại lớn của sony bộ _ nhớ quá ít chạy ứng _ dụng thông _ dụng thôi cũng làm hết dung _ lượng làm máy chậm
1,Bạn này hỏi như trả _ lời luôn nếu trong suy _ nghĩ của bạn thấy Sony tốt hơn ss rồi thì hỏi mọi người làm _ gì nữa Tốt nhất _ là cứ mua Sony đi cho đỡ phải lăn _ tăn vì ý _ kiến người khác mà mình không được dùng Sony Toi thì đã dùng đủ cả các loại rồi ý _ kiến chủ _ quan của tôi thì đt ss tốt hơn mọi mặt nếu cùng tầm tiền
1,Sony khi có truc trặc máy sửa _ chữa chính hãng đắt tiền lại không tốt Nghe đến Sony gio ớn đến tận cổ
1,Máy mình bị hư IC nguồn mang đến trung _ tâm bảo _ hành dăn kỹ là nếu phải chạy lai chuong _ trình thì khỏi sửa để mình lấy dữ _ liệu Vậy _ mà đến khi nhận máy mất hết hình _ ảnh tin nhắn Đã _ vậy về máy bị trầy mặt trong camera chup hình mờ xài được hơn 2 tháng máy die luôn
1,Lúc Z1 mới ra ngưỡng _ mộ vô _ cùng Mua lúc 3 cai mình 1 cái Ba mình một cái bạn _ gái một cái Giờ chỉ còn máy bạn _ gái mình xài chập _ chờn bỏ thì tiếc xài thì tức Thất _ vọng Sony toàn _ tập
1,Nhìn giống i _ Phone _ 6 nhái thế giá này không biết bán được bao _ nhiêu cái
1,Samsung bán giá cao _ thế_này thì cạnh _ tranh với Apple kiểu gì đây Chả lẽ dòng S làm ra chỉ để thể _ hiện cho bằng bạn bằng bè là chính còn vẫn sống nhờ các máy tầm trung giá rẻ sao
1,Đắt hơn cả iphone thế _ mà mg cứ bảo ng dùng iphone là để khoe
1,Sau lưng có cái mụn _ nhọt rõ to Tổng _ thể thì đẹp nhưng nhìn cái camera rõ xấu
1,Camera vẫn chưa hết lồi ra Đúng là Samsung
1,Ra để cạnh _ tranh với Oppo hay _ sao mà xấu thế giá lại cao không tương _ xứng
1,đắt khác _ gì iphone đâu
1,Lại sử _ dụng chiêu cũ nữa đã xấu và hiệu _ năng thấp mà _ lại chào _ giá cao sau _ này ra giảm 1 phát 3 4tr để lừa Sam _ Fans đây mà
1,Không có gì đặc _ sắc cả mặt sau xấu đến mức khó tin Thôi em xài Sony _ Z5 cho nó lành
1,xấu không the ta
1,xấu qua
1,Nghe _ nói LG _ G 5 có 600usd S7 mà giá này mua G5 ngon hơn nhiều
1,Thất _ vọng toàn _ tập không có gì thay _ đổi đột _ phá nhiều so với S6 và S 6 _ edge Tôi không mua mà sẽ chờ iphone _ 7
1,Sony thì ít ống _ kính ít cả người dùng ít sự lựa _ chọn Sang canon e có _ thể chọn rất nhiều mẫu máy và rất nhiều ống _ kính phù _ hợp với nhu _ cầu người mới chơi A khuyên e chọn dòng entry level dòng 3 số 500D trở _ lên đến 700D và ống kit 18 55 tập chụp 1 thời _ gian rồi hãy đổi máy lên fullfame luôn với ống _ kính Chứ đừng qua dòng crop cao _ cấp rồi lại lên ff thì hơi tốn _ kém đó
1,Mình dùng Sony nhưng nghe _ nói Canon cho chất ảnh hồng _ hào của màu _ da do _ vậy chụp hình cưới thì hợp _ lý hơn Sony body không đắt ống _ kính đắt là do thương _ hiệu CZ và ít được hãng ống _ kính thứ 3 hỗ _ trợ như Canon và Nikon
1,6 tháng mùa _ hè thì thật _ là khổ khi mang theo cái smartphone nhất _ là lúc quần _ đùi áo _ phông đi trà đá thì chỉ có vứt nó ở nhà
1,Phải mua quần rộng và túi quần to hơn
1,1 lý _ do duy _ nhất không dùng đt màn lớn xài đt nhỏ mtb sướng hơn
1,Tôi khuyên bạn không nên mua sam sung Thực _ sự sam sung và Sony rất hay hỏng nhất _ là màn _ hình Tôi là thợ sc điện _ tử hai loại ấy hỏng quá nhiều Bạn nên mua LG tôi thấy đỡ hơn và cũng đẹp vừa túi _ tiền
1,toshiba mình thấy không bền bằng samsung bạn Chạm nước 1 cái là chập _ mạch hư liền Còn samsung người _ ta sử _ dụng keo chống ẩm đặc _ biệt cho linh _ kiện nên khả _ năng hư do nc sét nguồn điện rất ít luôn
1,Đồng _ ý với bạn mình từ Zen2 qua SF1 Mình khá hối _ hận vì chuyển qua SF1 vì camera chụp không được đẹp máy thỉnh _ thoảng bị lag mặc _ dù 3GB RAM không chơi game nặng nha
1,Cá _ nhân mình không chọn 2 máy này trống xấu lắm
1,Có giảm nữa cũng không có tiền mua
1,giá vẫn cao quá so với giá xuất _ xưởng
1,Thực _ ra iphone đang bị định _ giá không phải là giá _ trị thực của nó chỉ là iphone khôn hơn người _ ở chỗ lợi _ dụng thương _ hiệu để đẩy giá lên thôi Ai thích chạy theo thương _ hiệu thì mua không thì _ thôi Xét về cấu _ hình thì không bằng SS OP MS
1,Có mà Iphone giời đi _ nữa dùng một thời _ gian cũng chán như nhau
1,chỉ buồn cho ai dùng androi thời _ gian sau mua máy dùng đơ ra rồi lại khởi _ động lại máy dùng tiếp
1,Hàng cùi bắp giá đắt Lại còn nhái iphone để loa bên dưới nữa
1,Mấy con _ dòng A của anh sam chíp thì cùi mà giá trên trời
1,Pin yếu mà chơi không thay pin được LG tính làm _ gì đây
1,that ra minh không phai la tin _ do cua iphone nhung tat _ ca dong điện_thoại android dung mot thoi _ gian hay bi giat va lac treo may vo _ cung
1,Những gì cần làm đã làm hết ở những bản trước rồi Màn _ hình to thì đã to rồi Ram lớn cấu _ hình mạnh đều đã có rồi Gần _ như là không còn gì thông _ minh hơn để tích _ hợp với smartphone nữa rồi Trong khi ở Việt _ Nam mình thì có _ thể sử _ dụng được hết hiệu xuất của mấy cái đó đâu Rùa thi chạy với thỏ mà cứ tưởng mình chạy nhanh hơn là sao
1,Lại không có gì khác _ biệt
1,Ông SAMSUNG này đẻ như gà ấy chẳng ra _ hồn cái nào cả
1,Không biết mọi người dùng thế _ nào riêng tôi Hiệu _ năng thì được trong tầm giá Pin 1 5 ngày với sử _ dụng bình _ thường không nhiều tác _ vụ nặng Sim 2 hay bị trục _ trặc Máy tớ đã bị chết sim 2 sau khi mua 3 tháng Giờ dùng 1 sim Tổng_thể ok so giá với hiệu _ năng đáp _ ứng tốt các nhu _ cầu giải _ trí và công _ việc
1,Nếu _ không phải người sành _ sỏi công _ nghệ thì mua ip _ 5 _ lock xác _ định là sống chung với lũ và sự hên xui
1,hầu _ như người bán họ đều nói không việc _ gì cả ngon như bản_quốc _ tế nhưng thực _ tế dùng sẽ khác hẳn vì khi đó đt sẽ mau hết pin đôi _ khi chả có sóng hay đơ khi vào mạng dùng tức anh _ ách khuyên bạn nếu mua nên mua bản_quốc _ tế cũ dùng cũng được thêm mấy trăm dùng sau _ này có lỗi gì hãng update sẽ hết ngay còn bản lock thì mãi _ mãi cục tức ở lại có vậy bản lock mới rẻ sau _ này lên 4g bạn lại phải ra quán cài lại sóng _ sánh vẫn kém
1,Không dùng hàng công _ nghệ TQ
1,Đối _ với mình hàng trung _ quốc vẫn luôn là ngôi_sao _ chổi
1,Cẩn _ thận china cài phần _ mềm gián _ điệp
0,Chuột ngon nhưng ghét mỗi _ tội là mấy miếng đệm quá kém
0,Dễ thất _ lạc Bluetooth _ Dongles là cái nào b
0,Mình thì không _ tài _ nào xài con Magic _ Mouse được chả ra làm _ sao cả Mình đang xài con Logitech _ M 325 cả năm nay đi chung với i _ Mac ngon choét
0,Theo như hình thì có _ thể tháo tấm thép trên nắp chuột nhằm giảm trọng _ lượng cho nó Các chuột cao _ cấp đều có thêm miếng thép để điều _ chỉnh trọng _ lượng chuột cho phù _ hợp với nhiều người dùng khác _ nhau
0,chuột bluetooth toàn tiền triệu hông vậy nè
0,cũng có con bluetooth của logitech Nặng quá khó _ chịu nên mổ nó ra dụt luôn cái miếng thép như con này cầm và vác đi vác lại khoái hơn hẳn tiếc là cho bà _ xã rồi Thích scroll của logitech dùng cảm _ biến _ quang không _ bao _ giờ bị hư nút cuộn như những con khác
0,Đang dùng G500 và Anywhere _ 2 trong bài này G500 thì bị lỗi double click nhưng BH 3 năm nên cũng đỡ Anywhere _ 2 thì Logitech nói là đã cải _ tiến cái nút hy _ vọng là không bị nữa
0,Nhà nghèo chỉ có thế
0,em dùng chuột rất phá Toi đời cỡ 5 6 con Logitech òi toàn hỏng phím chuột trái Từ hồi chuyển dùng Steelseries thấy có _ vẻ vòng đời sản _ phẩm lâu hơn bền vãi
0,quá đẹp nhưng em không có
0,Chuột không dây của Logitech giá cao quá thật _ ra nếu nói bền thì cũng chưa chắc vì mình xài qua mấy _ đời chuột không dây của Logi rùi vẫn mang đi bh như _ thường
0,cái giá thế _ này thì
0,ad tinhte review xong mất trinh con chuột rồi bán lại cho em nửa giá nhé
0,Mình thì con M550b 2 pin AA xài cho 6 tháng mua chỉ có 550k xài gần 3 năm Thế _ là đủ con này giá không yêu được
0,Đang dùng quen Logitech _ M 557
0,1 75 triệu sao chơi đây thôi dùng tạm con G502 Proteus _ Core _ Gaming _ Mouse 1 2tr mới mua vậy
0,Đang dùng Logitech _ G 502 mà nhìn thấy con này mà
0,Giá em này ngang với chuột của Apple
0,Cho ổng Photoshop hoặc Game một lúc là ổng quăng ngay ấy mà không _ chừng còn chửi thêm điên _ rồ tệ cám lợn
0,Đưa mình xài giúp cho bác vứt chi _ phí vậy
0,đang xài ibuffalo _ BsMBB 08 xài phê giá bang 1 4 công _ nghệ blue focus chơi được 1 số mặt kính Giá con chuột này quá đắt
0,Magic _ mouse chỉ thích _ hợp lướt web văn _ phòng cơ _ bản thôi Chứ mấy ông làm đồ _ hoạ cầm con đó lên PÓ _ TAY
0,bác cho nó rơi từ tầng 3 xuống thể _ nào cũng được mua con mới
0,Tưởng 175k thì mua liền
0,Giá hơi chát tích_cực Mình xài con Fuhlen 2 năm nay vẫn tốt chuột _ quang bluetooth nhưng vẫn xài trên mặt kính vô _ tư Xài kèm cục pin AA xịn của Sanyo chắc phải 2 3 tháng mới hết pin
0,Mình xài chuột razer là ổn ùi
0,trùng _ hợp quá cũng đang dùng
0,Mở tung cả chuột ra nhìn chất vãi nhìn thấy hết nội _ thất
0,ơ _ hay Mình không được ý _ kiến vào topic này à Bạn không có ý _ kiến gì về topic thì đừng có phát _ biểu Con này không thích _ hợp cho Gaming designing thiết _ kế chuột nhỏ không thoải _ mái thì chỉ còn mỗi cái là thích _ hợp cho lướt web giải _ trí thì khác _ gì con magic mouse cho Mac không có multi _ touch hay gestures cho MAC hơn _ nữa giá này gần bằng con MM rồi thì dại gì đâm _ đầu vào mua nữa Ý _ kiến mình đưa ra là trên phương _ diện người dùng mac không dùng để cho gaming hay designing
0,mình vẫn trung _ thành với Presenter _ mouse _ 80 của Microsoft
0,Tính ngày _ mai ghé svhouse lấy con anywhere _ 2 này mà các bạn nói nó nhỏ sử _ dụng lâu không ổn Mình toàn dùng Photoshop_AI thì _ phải sao đây mình dùng macbook theo mọi người nên mua chuột game Logitech _ G 602 hay làm mua cái bản _ vẽ Wacom _ CTH 490 Chuột thì mua được dòng cao chứ bản vẻ chỉ mua được _ cái cùi bắp nhất của Wacom thôi Nản_Giúp em với mọi người ơi
0,Tại _ sao máy nào cũng có blue _ tooth mà phải gắn donge làm _ gì nhỉ
0,ngang _ ngửa có _ khi con này còn mắc hơn MM giá site của MM là 69 em này 79 mà bác
0,đầu phát bạn có _ thể dùng với máy bàn hoặc chuyển_qua___lại các máy khác muốn nhanh dùng tạm có phải đỡ mất thời _ gian dò _ tìm kết _ nối bluetooth không bạn 1 con chuột vừa dùng bluetooth vừa đầu phát quá tiện rồi còn gì
0,Minh cầm không biết _ bao _ nhiêu con chuột bluetooth rồi nhưng không_tài_nào máy laptop co thể detect được con chuột Mình cắm donge vào nó chạy luôn không có dò _ tìm vấn _ đề là trên laptop minh cắm donge vào mất _ tiêu một cổng usb có 2 cổng thôi_hà
0,Chuột này mua ở đâu bảo _ hành 2 năm vậy loa com vn chỉ có 1 năm
0,Minh mới mua con này các bác cho mình hỏi ngu tí vẫn biết là dùng đầu thu_phát wireless usb chắc _ chắn sẽ ngon hơn bluetooth nhiều nhưng em không nghĩ nó chênh nhau nhiều thế em dùng con này kết _ nối với bluetooth thì thấy nó cứ rùa rùa làm _ sao ấy di _ chuyển nó không lanh được như đầu usb mặc _ dù em đã chỉnh mọi thứ tối _ đa rồi đã dùng phầ _ mềm logitech option chỉnh cũng không thấy ngon hơn đươc magic _ mouse cũng lù _ đù lù _ đù chán với bọn bluetooth chỉ _ được _ cái là tiện hơn thôi các bác dùng rồi có thấy giống em không Em kết _ nối với MBP _ 13 2015
0,Rất tốt nha bạn hơi cấn ngón _ cái chút vì có hai nút bấm gồ lên xài lâu cũng quen hơi nặng chút nếu bạn xài Mac nên đầu _ tư một con mighty để bàn con này đem đi _ lại về kết _ nối bluetooth thì cảm _ giác lag hơn Magic _ mouse còn nếu dùng usb receiver thì rất ngon battery thì mình dùng một tháng nay chưa hết không _ bao _ giờ Off nguồn
0,Mình vừa mua hôm _ nay chả thấy giật gì cả Trươc mua cũng có đọc topic này và tìm _ hiểu trên các trang nước _ ngoài Đa _ số đều bị giật do thằng bluetooth Macbook co vấn _ đề với wifi tắt wifi la không giật Một _ số bác và riêng mình thi dung El _ Captian _ 10 11 3 hoàn _ toàn không thấy giật kể _ cả kết _ nối wifi
0,Để mình thử cập _ nhật xme sao tại đang dùng 10 10 5 Mình mới từ win chuyển sang mac Lúc đầu cũng tính mua con magic mouse nhưng cầm nó bé quá nên chuyển sang con MX này
0,Bớt thoii hả bac Mình thây so bluetooth với dùng pico unifying có khác gì đâu Bác thử ngắt wifi để bluetooth không xem có khá hơn không
0,tắt wifi the bình_thường Đã lion hệ bên Loa com xem họ có hướng giải _ quyết thế _ nào không
0,Mình mới mua 2 hôm _ nay thôi Lúc đầu cũng nghe _ nói giật nên tìm _ hiểu Lúc mua vác laptop ra test thấy không giật nên lấy Khoing biêt sau _ này có giật không
0,10 11 3 macbook _ pro _ retine _ 13 _ late _ 2013 bac
0,không mượt cụ _ thể ra _ sao bác Scroll không mượt hay la di chuột cũng không mượt
0,Giờ mình cũng chả biết con của mình z là phải ok không nưa mà thấy cắm usb reciver cũng z ak nên chắc ok
0,cắp cái úb reciver vô bật chuột on là xài đúng không ta Mình cắm vô thấy chuột bất _ động
0,Bác phai nhấn nút tròn dưới chuột chuyển sang số 1 2 3 khác với cái đã connect rồi nhấn nút Conect cho cái đèn _ chớp chơp nếu co usb dang gắm thì nó nhân _ số đó la xài usb
0,không có chút cảm _ giác lag à Bực _ mình thật Giờ muốn kết _ nối qua cái cục bé xíu kia _ mà cũng chả biết làm _ sao để nó hoạt _ động
0,Không lag bác ak Bác gắn cục đó vào máy _ tính Xong tren chuột nhấn nút conect là được mà Conect vào 1 trong 3 số chưa kết _ nối đấy
0,đã cài xong phải giờ bên loa kêu đợi abn 3 cập _ nhật mới xem sao hây da giờ không biết có nên viết cái mail bù _ lu _ bù _ loa đòi giải _ quyết dứt _ điểm không nữa
0,Thấy bác than lag với mình cũng đọc nhiều topic cũng thắc _ mắc thật không biết cua minh có lag không chứ mình thấy xài ok Đâu bác quay lại màn _ hình up len xem thử vơi
0,Đây mình quay lại video màn _ hình lúc cuôn trang tinhte lag là do máy mình đạng chay flash trang zing mp 3 với quay màn bằng QuickTimes nó lag Bác xem xem chuột vậy có gọi _ là lag không Em thấy cũng ổn
0,Thấy mọi người kêu dùng em này cho mac bị lag quá _ trời Mình chạy windows thôi không biết sử _ dụng với bluetooth có bị lag không Bác nào dùng rồi cho ý _ kiến với ạ Cảm _ ơn các bác
0,win thì bình_thường không bị gì hêt 1 ráo chỉ thèng quỉ mac bị khìn xíu
0,uhm thấy mượt phét còn mình thôi rồi luôn
0,Con này có thêm nút Gesture thì tốt biết _ bao
0,Mình mới mua em này dùng phê vãi nhưng cho hỏi ở trong hộp có viên gì giống như viên pin đồng _ hồ để làm _ gì vậy
0,cảm_ơn bác bên mai nguyên nó giới _ thiệu đây là viên pin dự _ phòng 1 25
0,Bác xài laptop gì xài mac bluetooth bị lag đứt quảng Dùng với usb reciever thì không bị
0,mình xài mac dùng bluetooth thì bị đứt _ quãng còn dùng bộ thu _ nhận sóng của nó thi không Có cách nào khắc _ phục không bạn cảm_ơn
0,giờ còn bị không bác mình cũng đang dùng mac tính mua mà đọc thấy phân _ vân quá
0,Thế _ hệ thứ 2 này đã thay micro switch giống trên M705 nên chắc bấm sẽ rất nhẹ Còn cái micro _ switch trên thế _ hệ đầu bấm khá nặng
0,Nếu cảm _ thấy ổ _ cứng SSD dung _ lượng 1 2 TB vẫn chưa đủ thì Samsung có bán một dòng ổ dung _ lượng đến 15 36 TB PM1633a là dòng ổ SSD lớp doanh _ nghiệp được Samsung tung ra hồi tháng 3 nhưng đến hiện _ tại đã xuất _ hiện trên trang bán _ lẻ SHI của Mỹ với mức giá từ 9690 216 triệu đồng Như _ vậy chi _ phí trên mỗi GB vào _ khoảng 63 cent cao hơn nhiều so với chi _ phí trên mỗi GB dung _ lượng trung _ bình của các dòng ổ SSD phổ _ thông Samsung PM1633a không định _ hướng đến đối _ tượng người dùng bình _ thường đặc _ biệt là khía _ cạnh tốc _ độ Tốc _ độ đọc ghi ngẫu _ nhiên của PM1633a lần _ lượt_là 200 0 và 32 0 IOPS tốc _ độ đọc ghi liên _ tục tối _ đa vào _ khoảng 1500 MB s Tốc _ độ này nhanh hơn gấp đôi so với tốc _ độ trung _ bình của các dòng ổ SSD cao _ cấp dành cho người dùng cuối PM1633a là ổ 2 5 nhưng dày 15 mm do _ đó bạn không _ thể gắn vào khay 2 5 trên những chiếc laptop thông _ thường Độ dày ổ _ cứng 2 5 trên laptop thường là 9 mm 7 mm hoặc 5 mm trên những dòng siêu mỏng Định _ hướng đến đối _ tượng người dùng doanh _ nghiệp nên PM1633a dùng giao _ tiếp SAS Serial _ Attached_SCSI và với rack 2U 19 tiêu _ chuẩn trên máy _ chủ người dùng có _ thể gắn tối _ đa 2 ổ PM1633a Ngoài mức dung _ lượng đến 15 36 TB thì Samsung cũng đã phát _ hành các phiên _ bản dung _ lượng thấp hơn của PM1633a gồm 7 68 TB 3 84 TB 1 92 TB 960 GB và 480 GB PM1633a dùng công _ nghệ V NAND 3D 256 Gb thế _ hệ thứ 3 của Samsung với các stack cell nhớ gồm 48 lớp nhằm mang lại mật _ độ nhớ cao hơn hiệu _ năng và độ ổn _ định cao hơn so với thế _ hệ 2 1 stack cell nhớ gồm 32 lớp dung _ lượng 128 Gb_V_NAND_Với phiên _ bản 15 36 TB nó có 32 mô đun NAND mỗi mô đun dung _ lượng 512 GB cấu _ tạo từ 512 chip nhớ 256 Gb_V_NAND 16 lớp Bên _ cạnh đó Samsung còn tích _ hợp thêm 16 GB bộ _ nhớ DRAM với firmware được thiết _ kế đặc _ biệt để có _ thể truy _ xuất các mô đun NAND mật _ độ cao dung _ lượng lớn Với công _ nghệ 3D V NAND thế _ hệ 3 PM1633a có _ thể ghi được lượng dữ _ liệu gấp từ 2 đến 10 lần so với các ổ _ cứng dùng công _ nghệ 2D MLC thông _ thường Thêm vào đó tuổi _ thọ của chiếc ổ _ cứng này cũng rất cao Samsung cho _ biết PM1633a có _ thể chịu được cường _ độ ghi toàn dung _ lượng mỗi ngày trong _ suốt 5 năm bảo _ hành Điều này có _ nghĩa trong _ suốt vòng đời sản _ phẩm PM1633a có _ thể ghi xoá hơn 27 PB 270 TB dữ _ liệu Quy _ đổi ra thời _ gian Samsung cho _ biết PM1633a có thời _ lượng sử _ dụng trung _ bình trước khi hỏng MTBF là 2 triệu giờ tương _ đương dòng PM1633 đầu _ tiên Trong mỗi chip V NAND của Samsung mỗi cell khai _ thác cùng một cấu _ trúc 3D Charge _ Trap _ Flash_CTF trong đó các hàng cell được xếp chồng lên nhau theo phương dọc Vertical để hình _ thành 48 tầng kết _ nối với nhau thông _ qua 1 8 tỉ lỗ trống đâm xuyên qua các hàng cell nhờ công _ nghệ khắc bản _ mạch đặc _ biệt Mỗi chip V NAND chứa hơn 85 3 tỉ cell nhớ và mỗi cell có _ thể lưu 3 bit dữ _ liệu 256 tỉ bit hay 256 Gb chip Video dưới đây cho cái nhìn cụ _ thể hơn về công _ nghệ 3D V NAND của Samsung Theo Computerworld
0,u cha chỉ cần 2 con này raid 0 với nhau chắc thánh và 1 dàn máy _ tính _ cá _ nhân đạt mức 1 tỉ đồng là 1 điều không xa _ vời nữa rồi
0,hic có 1 tí cát mà hêt 200tr
0,Tinhte có event gì chơi với giải _ thưởng là ổ SSD đi thèm lắm rồi
0,Đắt quá nhỉ đang bán dòng Enterprise _ S M8 63 và PM863 của Samsung vì giờ người _ ta chuộng lắm hơn cả Intel
0,Phê quá dành cho doanh _ nghiệp với ai cần lưu game hay phim nhạc nhiều Mình thì cần khoảng 500gb là ok mong sao down giá nữa
0,Đã và khủng là đây
0,giá _ trị chất _ xám ở chỗ đó đưa đống cát đấy cho mấy ông việt _ nam chắc được mấy chai coca
0,mong ssd sớm phổ _ cập 2 năm nữa mua cái ổ ssd 1 tb giá bằng 70 giờ thì tốt
0,Bên box máy _ tính đợi mòn chân mà mod không tổ _ chức event gì hết
0,Vài năm nữa có thẻ nhớ 200TB giá 2tr chăng
0,10 năm nữa sẽ lại rẻ như mấy thẻ nhớ 32GB bây _ giờ
0,sao lại chỉ có 2700TB nhỉ 15 36 TB star 5 năm star 365 ngày đúng là ra khoảng 2800TB Nhưng hành _ động xoá cũng phải tính chứ nhỉ VD 1 ngày ghi đủ 15 36TB xong xoá 15 36TB thì thành ghi xoá 30 72TB chứ như _ thế cả vòng đời phải ghi xoá cỡ 110TB
0,Ghi toàn dung _ lượng là mỗi cell nhớ được ghi 1 lần 1 ngày trong vòng 5 năm bảo _ hành à Mà máy _ chủ thường truy _ xuất ổ _ cứng tại 1 vùng nhất _ định cường _ độ lớn hơn vùng khác nhiều Do _ đó nếu ghi liên _ tục vào 1 vùng thì tuổi _ thọ chắc cũng không được 1 năm nhỉ
0,Đúng 16TB thì 400tr mình cũng mua chứ 15 36 TB thì gian _ lận quá gét
0,ssd bây _ giờ chả có cái nào nó ghi liên _ tục 1 vùng cả bao _ giờ cũng ghi hết 1 lượt mới bắt _ đầu_ghi lượt khác nên tuổi _ thọ 5 năm là còn ít
0,Chỉ là sx cái bộ _ nhớ lớn công _ nghệ gì trong này vậy
0,đắt hơn 20 lần cái laptop của em rồi
